INFO:root:LSTM Pure PyTorch: hidden_dim: 32, n_epochs: 1000, batch_size: 2048.
INFO:root:Trace path: ./data/interpolated/1556.csv
INFO:root:Prediction window = 100.0 ms
INFO:root:MAE position = 0.09717022705078125
INFO:root:MAE rotation = 3.5816332519317906
INFO:root:RMSE position = 0.16315493
INFO:root:RMSE rotation = 11.832604018629079
Traceback (most recent call last):
  File "/opt/conda/lib/python3.7/runpy.py", line 193, in _run_module_as_main
    "__main__", mod_spec)
  File "/opt/conda/lib/python3.7/runpy.py", line 85, in _run_code
    exec(code, run_globals)
  File "/opt/UserPrediction6DOF/__main__.py", line 45, in <module>
    APPLICATION.run()
  File "/opt/UserPrediction6DOF/application.py", line 88, in run
    self.run_lstm()
  File "/opt/UserPrediction6DOF/application.py", line 124, in run_lstm
    runner.run()
  File "/opt/UserPrediction6DOF/runners.py", line 394, in run
    'euc_dists_lstm_{}_{}ms.npy'.format(basename, int(w * 1e3))), euc_dists)
  File "<__array_function__ internals>", line 6, in save
  File "/opt/conda/lib/python3.7/site-packages/numpy/lib/npyio.py", line 525, in save
    file_ctx = open(file, "wb")
OSError: [Errno 30] Read-only file system: './results/tabular/distances/euc_dists_lstm_1556_100ms.npy'
-------------------------------------------------------------------------
-------------------------------------------------------------------------
X_train (72000, 11), X_val (24000, 11), X_test(24000, 11), y_train (72000, 7), y_val (24000, 7), y_test (24000, 7)
[1/1000] Training loss: 4.9832	 Validation loss: 3.1265
[430/1000] Training loss: 0.0023	 Validation loss: 0.0177
[435/1000] Training loss: 0.0025	 Validation loss: 0.0179
[440/1000] Training loss: 0.0053	 Validation loss: 0.0215
[445/1000] Training loss: 0.0024	 Validation loss: 0.0183
[450/1000] Training loss: 0.0024	 Validation loss: 0.0188
[455/1000] Training loss: 0.0024	 Validation loss: 0.0186
[460/1000] Training loss: 0.0023	 Validation loss: 0.0184
[465/1000] Training loss: 0.0025	 Validation loss: 0.0183
[470/1000] Training loss: 0.0050	 Validation loss: 0.0155
[475/1000] Training loss: 0.0024	 Validation loss: 0.0180
[480/1000] Training loss: 0.0025	 Validation loss: 0.0182
[485/1000] Training loss: 0.0026	 Validation loss: 0.0187
[490/1000] Training loss: 0.0025	 Validation loss: 0.0187
[495/1000] Training loss: 0.0024	 Validation loss: 0.0187
[500/1000] Training loss: 0.0023	 Validation loss: 0.0188
[505/1000] Training loss: 0.0038	 Validation loss: 0.0159
[510/1000] Training loss: 0.0026	 Validation loss: 0.0194
[515/1000] Training loss: 0.0022	 Validation loss: 0.0181
[520/1000] Training loss: 0.0022	 Validation loss: 0.0188
[525/1000] Training loss: 0.0022	 Validation loss: 0.0191
[530/1000] Training loss: 0.0022	 Validation loss: 0.0190
[535/1000] Training loss: 0.0024	 Validation loss: 0.0206
[540/1000] Training loss: 0.0058	 Validation loss: 0.0146
[545/1000] Training loss: 0.0024	 Validation loss: 0.0176
[550/1000] Training loss: 0.0023	 Validation loss: 0.0176
[555/1000] Training loss: 0.0022	 Validation loss: 0.0178
[560/1000] Training loss: 0.0022	 Validation loss: 0.0183
[565/1000] Training loss: 0.0023	 Validation loss: 0.0178
[570/1000] Training loss: 0.0060	 Validation loss: 0.0257
[575/1000] Training loss: 0.0025	 Validation loss: 0.0204
[580/1000] Training loss: 0.0021	 Validation loss: 0.0188
[585/1000] Training loss: 0.0021	 Validation loss: 0.0188
[590/1000] Training loss: 0.0021	 Validation loss: 0.0186
[595/1000] Training loss: 0.0022	 Validation loss: 0.0193
[600/1000] Training loss: 0.0041	 Validation loss: 0.0182
[605/1000] Training loss: 0.0039	 Validation loss: 0.0211
[610/1000] Training loss: 0.0024	 Validation loss: 0.0182
[615/1000] Training loss: 0.0021	 Validation loss: 0.0177
[620/1000] Training loss: 0.0022	 Validation loss: 0.0177
[625/1000] Training loss: 0.0021	 Validation loss: 0.0175
[630/1000] Training loss: 0.0039	 Validation loss: 0.0267
[635/1000] Training loss: 0.0032	 Validation loss: 0.0196
[640/1000] Training loss: 0.0022	 Validation loss: 0.0202
[645/1000] Training loss: 0.0021	 Validation loss: 0.0194
[650/1000] Training loss: 0.0024	 Validation loss: 0.0178
[655/1000] Training loss: 0.0025	 Validation loss: 0.0173
[660/1000] Training loss: 0.0031	 Validation loss: 0.0166
[665/1000] Training loss: 0.0039	 Validation loss: 0.0188
[670/1000] Training loss: 0.0023	 Validation loss: 0.0178
[675/1000] Training loss: 0.0024	 Validation loss: 0.0188
[680/1000] Training loss: 0.0025	 Validation loss: 0.0160
[685/1000] Training loss: 0.0031	 Validation loss: 0.0168
[690/1000] Training loss: 0.0025	 Validation loss: 0.0188
[695/1000] Training loss: 0.0043	 Validation loss: 0.0198
[700/1000] Training loss: 0.0025	 Validation loss: 0.0170
[705/1000] Training loss: 0.0022	 Validation loss: 0.0187
[710/1000] Training loss: 0.0022	 Validation loss: 0.0176
[715/1000] Training loss: 0.0021	 Validation loss: 0.0190
[720/1000] Training loss: 0.0023	 Validation loss: 0.0199
[725/1000] Training loss: 0.0035	 Validation loss: 0.0170
[730/1000] Training loss: 0.0034	 Validation loss: 0.0220
[735/1000] Training loss: 0.0021	 Validation loss: 0.0174
[740/1000] Training loss: 0.0021	 Validation loss: 0.0175
[745/1000] Training loss: 0.0021	 Validation loss: 0.0178
[750/1000] Training loss: 0.0022	 Validation loss: 0.0186
[755/1000] Training loss: 0.0049	 Validation loss: 0.0157
[760/1000] Training loss: 0.0029	 Validation loss: 0.0186
[765/1000] Training loss: 0.0025	 Validation loss: 0.0200
[770/1000] Training loss: 0.0023	 Validation loss: 0.0178
[775/1000] Training loss: 0.0028	 Validation loss: 0.0193
[780/1000] Training loss: 0.0025	 Validation loss: 0.0197
[785/1000] Training loss: 0.0027	 Validation loss: 0.0162
[790/1000] Training loss: 0.0023	 Validation loss: 0.0185
[795/1000] Training loss: 0.0030	 Validation loss: 0.0205
[800/1000] Training loss: 0.0023	 Validation loss: 0.0186
[805/1000] Training loss: 0.0036	 Validation loss: 0.0244
[810/1000] Training loss: 0.0023	 Validation loss: 0.0194
[815/1000] Training loss: 0.0023	 Validation loss: 0.0173
[820/1000] Training loss: 0.0022	 Validation loss: 0.0187
[825/1000] Training loss: 0.0030	 Validation loss: 0.0190
[830/1000] Training loss: 0.0027	 Validation loss: 0.0193
[835/1000] Training loss: 0.0023	 Validation loss: 0.0197
[840/1000] Training loss: 0.0022	 Validation loss: 0.0186
[845/1000] Training loss: 0.0021	 Validation loss: 0.0179
[850/1000] Training loss: 0.0025	 Validation loss: 0.0176
[855/1000] Training loss: 0.0032	 Validation loss: 0.0174
[860/1000] Training loss: 0.0029	 Validation loss: 0.0218
[865/1000] Training loss: 0.0036	 Validation loss: 0.0194
[870/1000] Training loss: 0.0028	 Validation loss: 0.0167
[875/1000] Training loss: 0.0023	 Validation loss: 0.0180
[880/1000] Training loss: 0.0022	 Validation loss: 0.0182
[885/1000] Training loss: 0.0021	 Validation loss: 0.0182
[890/1000] Training loss: 0.0020	 Validation loss: 0.0189
[895/1000] Training loss: 0.0027	 Validation loss: 0.0175
[900/1000] Training loss: 0.0062	 Validation loss: 0.0172
[905/1000] Training loss: 0.0023	 Validation loss: 0.0189
[910/1000] Training loss: 0.0024	 Validation loss: 0.0216
[915/1000] Training loss: 0.0023	 Validation loss: 0.0215
[920/1000] Training loss: 0.0022	 Validation loss: 0.0202
[925/1000] Training loss: 0.0022	 Validation loss: 0.0189
[930/1000] Training loss: 0.0025	 Validation loss: 0.0191
[935/1000] Training loss: 0.0032	 Validation loss: 0.0181
[940/1000] Training loss: 0.0036	 Validation loss: 0.0152
[945/1000] Training loss: 0.0022	 Validation loss: 0.0183
[950/1000] Training loss: 0.0021	 Validation loss: 0.0205
[955/1000] Training loss: 0.0021	 Validation loss: 0.0214
[960/1000] Training loss: 0.0020	 Validation loss: 0.0210
[965/1000] Training loss: 0.0020	 Validation loss: 0.0204
[970/1000] Training loss: 0.0024	 Validation loss: 0.0195
[975/1000] Training loss: 0.0070	 Validation loss: 0.0171
[980/1000] Training loss: 0.0028	 Validation loss: 0.0199
[985/1000] Training loss: 0.0022	 Validation loss: 0.0190
[990/1000] Training loss: 0.0020	 Validation loss: 0.0186
[995/1000] Training loss: 0.0020	 Validation loss: 0.0198
[1000/1000] Training loss: 0.0026	 Validation loss: 0.0231
